,season,round,circuit_id,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,driver,nationality,constructor,grid,podium,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,qualifying_time,driver_age
6704,2000,1,albert_park,False,False,False,False,False,mazzacane,Argentine,minardi,22,13,0,0,0,0,0,0,4.149000000000001,24
6727,2000,2,interlagos,False,False,False,False,False,hakkinen,Finnish,mclaren,1,14,0,0,0,0,0,0,0.0,31
6724,2000,2,interlagos,False,False,False,False,False,coulthard,British,mclaren,2,11,0,0,0,0,0,0,0.17399999999999238,28
6714,2000,2,interlagos,False,False,False,False,False,michael_schumacher,German,ferrari,3,1,10,1,1,16,1,1,0.39699999999999136,31
6728,2000,2,interlagos,False,False,False,False,False,barrichello,Brazilian,ferrari,4,15,6,0,2,16,1,1,0.5249999999999915,27
6715,2000,2,interlagos,False,False,False,False,False,fisichella,Italian,benetton,5,2,2,0,5,2,0,4,1.2639999999999958,27
6729,2000,2,interlagos,False,False,False,False,False,irvine,British,jaguar,6,16,0,0,0,0,0,0,1.313999999999993,34
6716,2000,2,interlagos,False,False,False,False,False,frentzen,German,jordan,7,3,0,0,0,0,0,0,1.343999999999994,32
6722,2000,2,interlagos,False,False,False,False,False,zonta,Brazilian,bar,8,9,1,0,6,4,0,3,1.3729999999999905,24
6719,2000,2,interlagos,False,False,False,False,False,button,British,williams,9,6,0,0,0,4,0,2,1.3789999999999907,20
6730,2000,2,interlagos,False,False,False,False,False,villeneuve,Canadian,bar,10,17,3,0,4,4,0,3,1.4039999999999964,28
6718,2000,2,interlagos,False,False,False,False,False,ralf_schumacher,German,williams,11,5,4,0,3,4,0,2,1.4500000000000028,24
6717,2000,2,interlagos,False,False,False,False,False,trulli,Italian,jordan,12,4,0,0,0,0,0,0,1.5159999999999911,25
6733,2000,2,interlagos,False,False,False,False,False,wurz,Austrian,benetton,13,20,0,0,7,2,0,4,1.5529999999999973,26
6720,2000,2,interlagos,False,False,False,False,False,verstappen,Dutch,arrows,14,7,0,0,0,0,0,0,1.5930000000000035,28
6731,2000,2,interlagos,False,False,False,False,False,alesi,French,prost,15,18,0,0,0,0,0,6,1.6039999999999992,35
6721,2000,2,interlagos,False,False,False,False,False,rosa,Spanish,arrows,16,8,0,0,0,0,0,0,1.8909999999999911,29
6725,2000,2,interlagos,False,False,False,False,False,herbert,British,jaguar,17,12,0,0,0,0,0,0,2.138999999999996,35
6726,2000,2,interlagos,False,False,False,False,False,gene,Spanish,minardi,18,13,0,0,8,0,0,5,2.2689999999999912,25
6732,2000,2,interlagos,False,False,False,False,False,heidfeld,German,prost,19,19,0,0,9,0,0,6,3.0009999999999906,22
6723,2000,2,interlagos,False,False,False,False,False,mazzacane,Argentine,minardi,20,10,0,0,0,0,0,5,3.4009999999999962,24
6735,2000,3,imola,False,False,False,False,False,hakkinen,Finnish,mclaren,1,2,0,0,0,0,0,0,0.0,31
6734,2000,3,imola,False,False,False,False,False,michael_schumacher,German,ferrari,2,1,20,2,1,26,2,1,0.09100000000000819,31
6736,2000,3,imola,False,False,False,False,False,coulthard,British,mclaren,3,3,0,0,0,0,0,0,0.29999999999999716,29
6737,2000,3,imola,False,False,False,False,False,barrichello,Brazilian,ferrari,4,4,6,0,3,26,2,1,0.5280000000000058,27
6750,2000,3,imola,False,False,False,False,False,ralf_schumacher,German,williams,5,17,6,0,4,7,0,4,1.1569999999999965,24
6755,2000,3,imola,False,False,False,False,False,frentzen,German,jordan,6,22,4,0,5,7,0,3,1.1779999999999973,32
6740,2000,3,imola,False,False,False,False,False,irvine,British,jaguar,7,7,0,0,0,0,0,0,1.2150000000000034,34
6748,2000,3,imola,False,False,False,False,False,trulli,Italian,jordan,8,15,3,0,6,7,0,3,1.2879999999999967,25
6738,2000,3,imola,False,False,False,False,False,villeneuve,Canadian,bar,9,5,3,0,7,4,0,5,1.4099999999999966,29
6741,2000,3,imola,False,False,False,False,False,diniz,Brazilian,sauber,10,8,0,0,0,0,0,0,1.524000000000001,29
6742,2000,3,imola,False,False,False,False,False,wurz,Austrian,benetton,11,9,0,0,11,8,0,2,1.5670000000000073,26
6739,2000,3,imola,False,False,False,False,False,salo,Finnish,sauber,12,6,0,0,0,0,0,0,1.6219999999999999,33
6749,2000,3,imola,False,False,False,False,False,rosa,Spanish,arrows,13,16,0,0,12,0,0,6,1.6350000000000051,29
6745,2000,3,imola,False,False,False,False,False,zonta,Brazilian,bar,14,12,1,0,8,4,0,5,2.0999999999999943,24
6751,2000,3,imola,False,False,False,False,False,alesi,French,prost,15,18,0,0,0,0,0,8,2.1099999999999994,35
6747,2000,3,imola,False,False,False,False,False,verstappen,Dutch,arrows,16,14,0,0,10,0,0,6,2.1310000000000002,28
6743,2000,3,imola,False,False,False,False,False,herbert,British,jaguar,17,10,0,0,0,0,0,0,2.3370000000000033,35
6753,2000,3,imola,False,False,False,False,False,button,British,williams,18,20,1,0,9,7,0,4,2.4210000000000065,20
6744,2000,3,imola,False,False,False,False,False,fisichella,Italian,benetton,19,11,8,0,2,8,0,2,2.5390000000000015,27
6746,2000,3,imola,False,False,False,False,False,mazzacane,Argentine,minardi,20,13,0,0,15,0,0,7,3.516999999999996,24
6754,2000,3,imola,False,False,False,False,False,gene,Spanish,minardi,21,21,0,0,13,0,0,7,3.6189999999999998,26
6752,2000,3,imola,False,False,False,False,False,heidfeld,German,prost,22,19,0,0,14,0,0,8,3.6470000000000056,22
6775,2000,4,silverstone,False,False,False,False,False,barrichello,Brazilian,ferrari,1,20,9,0,2,39,3,1,0.0,27
